Dataset,tc-t,R/R0
SHWG50_V500_profiles.npz,1.8997764829557786,0.9688563760283893
SHWG50_V500_profiles.npz,1.8976305370098328,0.9685745853139925
SHWG50_V500_profiles.npz,1.8954845910638867,0.9682923785183009
SHWG50_V500_profiles.npz,1.8933386451179408,0.9680097527441972
SHWG50_V500_profiles.npz,1.8911926991719947,0.9677267050945638
SHWG50_V500_profiles.npz,1.8890467532260489,0.9674432326722838
SHWG50_V500_profiles.npz,1.886900807280103,0.9671593325802398
SHWG50_V500_profiles.npz,1.884754861334157,0.9668750019213139
SHWG50_V500_profiles.npz,1.882608915388211,0.9665902377983895
SHWG50_V500_profiles.npz,1.8804629694422652,0.9663050373143489
SHWG50_V500_profiles.npz,1.8783170234963191,0.9660193975720739
SHWG50_V500_profiles.npz,1.8761710775503733,0.9657333156744485
SHWG50_V500_profiles.npz,1.8740251316044274,0.9654467887243545
SHWG50_V500_profiles.npz,1.8718791856584813,0.9651598138246748
SHWG50_V500_profiles.npz,1.8697332397125355,0.964872388078292
SHWG50_V500_profiles.npz,1.8675872937665894,0.9645845085880883
SHWG50_V500_profiles.npz,1.8654413478206435,0.9642961724569471
SHWG50_V500_profiles.npz,1.8632954018746974,0.9640073767877507
SHWG50_V500_profiles.npz,1.8611494559287516,0.9637181186833812
SHWG50_V500_profiles.npz,1.8590035099828057,0.9634283952467224
SHWG50_V500_profiles.npz,1.8568575640368596,0.9631382035806555
SHWG50_V500_profiles.npz,1.8547116180909138,0.9628475407880643
SHWG50_V500_profiles.npz,1.852565672144968,0.9625564039718308
SHWG50_V500_profiles.npz,1.8504197261990218,0.9622647902348375
SHWG50_V500_profiles.npz,1.848273780253076,0.9619726966799681
SHWG50_V500_profiles.npz,1.8461278343071301,0.9616801204101041
SHWG50_V500_profiles.npz,1.843981888361184,0.9613870585281281
SHWG50_V500_profiles.npz,1.8418359424152382,0.961093508136924
SHWG50_V500_profiles.npz,1.839689996469292,0.9607994663393724
SHWG50_V500_profiles.npz,1.8375440505233462,0.9605049302383583
SHWG50_V500_profiles.npz,1.8353981045774002,0.9602098969367622
SHWG50_V500_profiles.npz,1.8332521586314543,0.9599143635374676
SHWG50_V500_profiles.npz,1.8311062126855084,0.9596183271433579
SHWG50_V500_profiles.npz,1.8289602667395624,0.9593217848573143
SHWG50_V500_profiles.npz,1.8268143207936165,0.9590247337822205
SHWG50_V500_profiles.npz,1.8246683748476706,0.9587271710209586
SHWG50_V500_profiles.npz,1.8225224289017246,0.9584290936764113
SHWG50_V500_profiles.npz,1.8203764829557787,0.9581304988514616
SHWG50_V500_profiles.npz,1.8182305370098326,0.9578313836489915
SHWG50_V500_profiles.npz,1.8160845910638868,0.9575317451718841
SHWG50_V500_profiles.npz,1.8139386451179407,0.9572315805230217
SHWG50_V500_profiles.npz,1.8117926991719948,0.9569308868052872
SHWG50_V500_profiles.npz,1.809646753226049,0.9566296611215633
SHWG50_V500_profiles.npz,1.8075008072801029,0.9563279005747325
SHWG50_V500_profiles.npz,1.805354861334157,0.956025602267677
SHWG50_V500_profiles.npz,1.8032089153882112,0.9557227633032803
SHWG50_V500_profiles.npz,1.801062969442265,0.9554193807844241
SHWG50_V500_profiles.npz,1.7989170234963192,0.9551154518139922
SHWG50_V500_profiles.npz,1.7967710775503734,0.9548109734948657
SHWG50_V500_profiles.npz,1.7946251316044273,0.9545059429299284
SHWG50_V500_profiles.npz,1.7924791856584814,0.9542003572220628
SHWG50_V500_profiles.npz,1.7903332397125353,0.9538942134741507
SHWG50_V500_profiles.npz,1.7881872937665895,0.9535875087890757
SHWG50_V500_profiles.npz,1.7860413478206434,0.9532802402697198
SHWG50_V500_profiles.npz,1.7838954018746975,0.9529724050189661
SHWG50_V500_profiles.npz,1.7817494559287517,0.9526640001396971
SHWG50_V500_profiles.npz,1.7796035099828056,0.9523550227347951
SHWG50_V500_profiles.npz,1.7774575640368597,0.9520454699071429
SHWG50_V500_profiles.npz,1.7753116180909139,0.9517353387596235
SHWG50_V500_profiles.npz,1.7731656721449678,0.951424626395119
SHWG50_V500_profiles.npz,1.771019726199022,0.9511133299165125
SHWG50_V500_profiles.npz,1.768873780253076,0.9508014464266861
SHWG50_V500_profiles.npz,1.76672783430713,0.9504889730285229
SHWG50_V500_profiles.npz,1.7645818883611841,0.9501759068249054
SHWG50_V500_profiles.npz,1.762435942415238,0.9498622449187155
SHWG50_V500_profiles.npz,1.7602899964692922,0.9495479844128368
SHWG50_V500_profiles.npz,1.758144050523346,0.9492331224101522
SHWG50_V500_profiles.npz,1.7559981045774002,0.948917656013543
SHWG50_V500_profiles.npz,1.7538521586314544,0.9486015823258931
SHWG50_V500_profiles.npz,1.7517062126855083,0.9482848984500841
SHWG50_V500_profiles.npz,1.7495602667395624,0.9479676014889997
SHWG50_V500_profiles.npz,1.7474143207936166,0.9476496885455215
SHWG50_V500_profiles.npz,1.7452683748476705,0.9473311567225327
SHWG50_V500_profiles.npz,1.7431224289017246,0.947012003122916
SHWG50_V500_profiles.npz,1.7409764829557788,0.9466922248495535
SHWG50_V500_profiles.npz,1.7388305370098327,0.9463718190053283
SHWG50_V500_profiles.npz,1.7366845910638866,0.9460507826931229
SHWG50_V500_profiles.npz,1.7345386451179408,0.9457291130158199
SHWG50_V500_profiles.npz,1.732392699171995,0.9454068070763024
SHWG50_V500_profiles.npz,1.7302467532260488,0.945083861977452
SHWG50_V500_profiles.npz,1.728100807280103,0.9447602748221521
SHWG50_V500_profiles.npz,1.725954861334157,0.9444360427132852
SHWG50_V500_profiles.npz,1.723808915388211,0.9441111627537334
SHWG50_V500_profiles.npz,1.7216629694422652,0.9437856320463803
SHWG50_V500_profiles.npz,1.7195170234963193,0.9434594476941077
SHWG50_V500_profiles.npz,1.7173710775503732,0.9431326067997987
SHWG50_V500_profiles.npz,1.7152251316044274,0.9428051064663361
SHWG50_V500_profiles.npz,1.7130791856584813,0.9424769437966017
SHWG50_V500_profiles.npz,1.7109332397125354,0.942148115893479
SHWG50_V500_profiles.npz,1.7087872937665893,0.9418186198598498
SHWG50_V500_profiles.npz,1.7066413478206435,0.9414884527985975
SHWG50_V500_profiles.npz,1.7044954018746976,0.9411576118126048
SHWG50_V500_profiles.npz,1.7023494559287515,0.9408260940047533
SHWG50_V500_profiles.npz,1.7002035099828057,0.9404938964779265
SHWG50_V500_profiles.npz,1.6980575640368598,0.9401610163350068
SHWG50_V500_profiles.npz,1.6959116180909137,0.939827450678877
SHWG50_V500_profiles.npz,1.6937656721449679,0.9394931966124195
SHWG50_V500_profiles.npz,1.691619726199022,0.9391582512385166
SHWG50_V500_profiles.npz,1.689473780253076,0.9388226116600517
SHWG50_V500_profiles.npz,1.68732783430713,0.9384862749799069
SHWG50_V500_profiles.npz,1.685181888361184,0.9381492383009649
SHWG50_V500_profiles.npz,1.6830359424152381,0.9378114987261084
SHWG50_V500_profiles.npz,1.680889996469292,0.9374730533582202
SHWG50_V500_profiles.npz,1.6787440505233462,0.9371338993001826
SHWG50_V500_profiles.npz,1.6765981045774003,0.9367940336548788
SHWG50_V500_profiles.npz,1.6744521586314542,0.9364534535251902
SHWG50_V500_profiles.npz,1.6723062126855084,0.9361121560140008
SHWG50_V500_profiles.npz,1.6701602667395625,0.9357701382241926
SHWG50_V500_profiles.npz,1.6680143207936164,0.9354273972586479
SHWG50_V500_profiles.npz,1.6658683748476706,0.9350839302202505
SHWG50_V500_profiles.npz,1.6637224289017247,0.9347397342118817
SHWG50_V500_profiles.npz,1.6615764829557786,0.9343948063364246
SHWG50_V500_profiles.npz,1.6594305370098326,0.9340491436967623
SHWG50_V500_profiles.npz,1.6572845910638867,0.9337027433957765
SHWG50_V500_profiles.npz,1.6551386451179408,0.933355602536351
SHWG50_V500_profiles.npz,1.6529926991719948,0.9330077182213672
SHWG50_V500_profiles.npz,1.650846753226049,0.9326590875537089
SHWG50_V500_profiles.npz,1.648700807280103,0.9323097076362576
SHWG50_V500_profiles.npz,1.646554861334157,0.9319595755718967
SHWG50_V500_profiles.npz,1.644408915388211,0.9316086884635085
SHWG50_V500_profiles.npz,1.6422629694422652,0.9312570434139757
SHWG50_V500_profiles.npz,1.6401170234963192,0.9309046375261814
SHWG50_V500_profiles.npz,1.637971077550373,0.9305514679030072
SHWG50_V500_profiles.npz,1.6358251316044274,0.9301975316473365
SHWG50_V500_profiles.npz,1.6336791856584814,0.9298428258620519
SHWG50_V500_profiles.npz,1.6315332397125353,0.9294873476500356
SHWG50_V500_profiles.npz,1.6293872937665894,0.9291310941141709
SHWG50_V500_profiles.npz,1.6272413478206436,0.9287740623573397
SHWG50_V500_profiles.npz,1.6250954018746975,0.928416249482425
SHWG50_V500_profiles.npz,1.6229494559287516,0.9280576525923095
SHWG50_V500_profiles.npz,1.6208035099828058,0.9276982687898756
SHWG50_V500_profiles.npz,1.6186575640368597,0.927338095178006
SHWG50_V500_profiles.npz,1.6165116180909138,0.9269771288595836
SHWG50_V500_profiles.npz,1.614365672144968,0.9266153669374906
SHWG50_V500_profiles.npz,1.6122197261990219,0.92625280651461
SHWG50_V500_profiles.npz,1.6100737802530758,0.925889444693824
SHWG50_V500_profiles.npz,1.6079278343071302,0.9255252785780155
SHWG50_V500_profiles.npz,1.605781888361184,0.9251603052700671
SHWG50_V500_profiles.npz,1.603635942415238,0.9247945218728617
SHWG50_V500_profiles.npz,1.6014899964692921,0.9244279254892813
SHWG50_V500_profiles.npz,1.5993440505233463,0.9240605132222091
SHWG50_V500_profiles.npz,1.5971981045774002,0.9236922821745276
SHWG50_V500_profiles.npz,1.5950521586314543,0.9233232294491193
SHWG50_V500_profiles.npz,1.5929062126855085,0.9229533521488666
SHWG50_V500_profiles.npz,1.5907602667395624,0.9225826473766526
SHWG50_V500_profiles.npz,1.5886143207936165,0.9222111122353597
SHWG50_V500_profiles.npz,1.5864683748476707,0.9218387438278708
SHWG50_V500_profiles.npz,1.5843224289017246,0.9214655392570678
SHWG50_V500_profiles.npz,1.5821764829557785,0.9210914956258343
SHWG50_V500_profiles.npz,1.5800305370098326,0.920716610037052
SHWG50_V500_profiles.npz,1.5778845910638868,0.9203408795936043
SHWG50_V500_profiles.npz,1.5757386451179407,0.9199643013983735
SHWG50_V500_profiles.npz,1.5735926991719948,0.9195868725542421
SHWG50_V500_profiles.npz,1.571446753226049,0.9192085901640925
SHWG50_V500_profiles.npz,1.569300807280103,0.9188294513308083
SHWG50_V500_profiles.npz,1.567154861334157,0.9184494531572712
SHWG50_V500_profiles.npz,1.5650089153882112,0.9180685927463644
SHWG50_V500_profiles.npz,1.562862969442265,0.91768686720097
SHWG50_V500_profiles.npz,1.560717023496319,0.917304273623971
SHWG50_V500_profiles.npz,1.5585710775503734,0.9169208091182497
SHWG50_V500_profiles.npz,1.5564251316044273,0.9165364707866893
SHWG50_V500_profiles.npz,1.5542791856584812,0.9161512557321719
SHWG50_V500_profiles.npz,1.5521332397125354,0.9157651610575803
SHWG50_V500_profiles.npz,1.5499872937665895,0.9153781838657972
SHWG50_V500_profiles.npz,1.5478413478206434,0.9149903212597053
SHWG50_V500_profiles.npz,1.5456954018746976,0.9146015703421866
SHWG50_V500_profiles.npz,1.5435494559287517,0.9142119282161247
SHWG50_V500_profiles.npz,1.5414035099828056,0.9138213919844014
SHWG50_V500_profiles.npz,1.5392575640368598,0.9134299587499
SHWG50_V500_profiles.npz,1.537111618090914,0.9130376256155027
SHWG50_V500_profiles.npz,1.5349656721449678,0.912644389684092
SHWG50_V500_profiles.npz,1.5328197261990217,0.912250248058551
SHWG50_V500_profiles.npz,1.530673780253076,0.9118551978417619
SHWG50_V500_profiles.npz,1.52852783430713,0.9114592361366078
SHWG50_V500_profiles.npz,1.526381888361184,0.911062360045971
SHWG50_V500_profiles.npz,1.524235942415238,0.9106645666727341
SHWG50_V500_profiles.npz,1.5220899964692922,0.9102658531197797
SHWG50_V500_profiles.npz,1.5199440505233461,0.9098662164899904
SHWG50_V500_profiles.npz,1.5177981045774003,0.9094656538862493
SHWG50_V500_profiles.npz,1.5156521586314544,0.9090641624114386
SHWG50_V500_profiles.npz,1.5135062126855083,0.9086617391684408
SHWG50_V500_profiles.npz,1.5113602667395625,0.908258381260139
SHWG50_V500_profiles.npz,1.5092143207936166,0.9078540857894154
SHWG50_V500_profiles.npz,1.5070683748476705,0.907448849859153
SHWG50_V500_profiles.npz,1.5049224289017245,0.9070426705722338
SHWG50_V500_profiles.npz,1.5027764829557786,0.906635545031541
SHWG50_V500_profiles.npz,1.5006305370098327,0.9062274703399572
SHWG50_V500_profiles.npz,1.4984845910638867,0.9058184436003651
SHWG50_V500_profiles.npz,1.4963386451179408,0.9054084619156467
SHWG50_V500_profiles.npz,1.494192699171995,0.9049975223886855
SHWG50_V500_profiles.npz,1.4920467532260488,0.9045856221223634
SHWG50_V500_profiles.npz,1.489900807280103,0.9041727582195634
SHWG50_V500_profiles.npz,1.4877548613341571,0.9037589277831682
SHWG50_V500_profiles.npz,1.485608915388211,0.90334412791606
SHWG50_V500_profiles.npz,1.483462969442265,0.9029283557211221
SHWG50_V500_profiles.npz,1.4813170234963193,0.9025116083012363
SHWG50_V500_profiles.npz,1.4791710775503732,0.9020938827592858
SHWG50_V500_profiles.npz,1.4770251316044272,0.9016751761981533
SHWG50_V500_profiles.npz,1.4748791856584813,0.901255485720721
SHWG50_V500_profiles.npz,1.4727332397125354,0.9008348084298716
SHWG50_V500_profiles.npz,1.4705872937665894,0.9004131414284883
SHWG50_V500_profiles.npz,1.4684413478206435,0.899990481819453
SHWG50_V500_profiles.npz,1.4662954018746976,0.8995668267056487
SHWG50_V500_profiles.npz,1.4641494559287516,0.8991421731899577
SHWG50_V500_profiles.npz,1.4620035099828057,0.8987165183752633
SHWG50_V500_profiles.npz,1.4598575640368598,0.8982898593644474
SHWG50_V500_profiles.npz,1.4577116180909138,0.8978621932603932
SHWG50_V500_profiles.npz,1.4555656721449677,0.897433517165983
SHWG50_V500_profiles.npz,1.453419726199022,0.8970038281840995
SHWG50_V500_profiles.npz,1.451273780253076,0.8965731234176253
SHWG50_V500_profiles.npz,1.4491278343071299,0.896141399969443
SHWG50_V500_profiles.npz,1.446981888361184,0.8957086549424353
SHWG50_V500_profiles.npz,1.4448359424152382,0.8952748854394847
SHWG50_V500_profiles.npz,1.442689996469292,0.8948400885634741
SHWG50_V500_profiles.npz,1.4405440505233462,0.894404261417286
SHWG50_V500_profiles.npz,1.4383981045774004,0.8939674011038028
SHWG50_V500_profiles.npz,1.4362521586314543,0.8935295047259075
SHWG50_V500_profiles.npz,1.4341062126855084,0.8930905693864825
SHWG50_V500_profiles.npz,1.4319602667395626,0.8926505921884106
SHWG50_V500_profiles.npz,1.4298143207936165,0.8922095702345741
SHWG50_V500_profiles.npz,1.4276683748476704,0.8917675006278558
SHWG50_V500_profiles.npz,1.4255224289017245,0.8913243804711386
SHWG50_V500_profiles.npz,1.4233764829557787,0.8908802068673046
SHWG50_V500_profiles.npz,1.4212305370098326,0.8904349769192371
SHWG50_V500_profiles.npz,1.4190845910638867,0.889988687729818
SHWG50_V500_profiles.npz,1.4169386451179409,0.8895413364019304
SHWG50_V500_profiles.npz,1.4147926991719948,0.8890929200384569
SHWG50_V500_profiles.npz,1.412646753226049,0.8886434357422799
SHWG50_V500_profiles.npz,1.410500807280103,0.8881928806162821
SHWG50_V500_profiles.npz,1.408354861334157,0.8877412517633463
SHWG50_V500_profiles.npz,1.406208915388211,0.887288546286355
SHWG50_V500_profiles.npz,1.4040629694422653,0.8868347612881907
SHWG50_V500_profiles.npz,1.4019170234963192,0.8863798938717365
SHWG50_V500_profiles.npz,1.399771077550373,0.8859239411398746
SHWG50_V500_profiles.npz,1.3976251316044273,0.8854669001954876
SHWG50_V500_profiles.npz,1.3954791856584814,0.8850087681414582
SHWG50_V500_profiles.npz,1.3933332397125353,0.8845495420806692
SHWG50_V500_profiles.npz,1.3911872937665895,0.884089219116003
SHWG50_V500_profiles.npz,1.3890413478206436,0.8836277963503424
SHWG50_V500_profiles.npz,1.3868954018746975,0.88316527088657
SHWG50_V500_profiles.npz,1.3847494559287516,0.8827016398275684
SHWG50_V500_profiles.npz,1.3826035099828058,0.8822369002762201
SHWG50_V500_profiles.npz,1.3804575640368597,0.8817710493354082
SHWG50_V500_profiles.npz,1.3783116180909136,0.8813040841080146
SHWG50_V500_profiles.npz,1.376165672144968,0.8808360016969223
SHWG50_V500_profiles.npz,1.374019726199022,0.8803667992050141
SHWG50_V500_profiles.npz,1.3718737802530758,0.8798964737351725
SHWG50_V500_profiles.npz,1.36972783430713,0.8794250223902802
SHWG50_V500_profiles.npz,1.367581888361184,0.8789524422732193
SHWG50_V500_profiles.npz,1.365435942415238,0.8784787304868732
SHWG50_V500_profiles.npz,1.3632899964692922,0.8780038841341242
SHWG50_V500_profiles.npz,1.3611440505233463,0.8775279003178547
SHWG50_V500_profiles.npz,1.3589981045774002,0.8770507761409475
SHWG50_V500_profiles.npz,1.3568521586314544,0.8765725087062856
SHWG50_V500_profiles.npz,1.3547062126855085,0.8760930951167508
SHWG50_V500_profiles.npz,1.3525602667395624,0.8756125324752267
SHWG50_V500_profiles.npz,1.3504143207936163,0.8751308178845951
SHWG50_V500_profiles.npz,1.3482683748476705,0.8746479484477391
SHWG50_V500_profiles.npz,1.3461224289017246,0.8741639212675413
SHWG50_V500_profiles.npz,1.3439764829557785,0.8736787334468842
SHWG50_V500_profiles.npz,1.3418305370098327,0.8731923820886504
SHWG50_V500_profiles.npz,1.3396845910638868,0.8727048642957225
SHWG50_V500_profiles.npz,1.3375386451179407,0.8722161771709831
SHWG50_V500_profiles.npz,1.3353926991719949,0.8717263178173152
SHWG50_V500_profiles.npz,1.333246753226049,0.871235283337601
SHWG50_V500_profiles.npz,1.331100807280103,0.8707430708347235
SHWG50_V500_profiles.npz,1.328954861334157,0.870249677411565
SHWG50_V500_profiles.npz,1.3268089153882112,0.8697551001710083
SHWG50_V500_profiles.npz,1.3246629694422651,0.869259336215936
SHWG50_V500_profiles.npz,1.322517023496319,0.8687623826492303
SHWG50_V500_profiles.npz,1.3203710775503732,0.8682642365737747
SHWG50_V500_profiles.npz,1.3182251316044273,0.8677648950924514
SHWG50_V500_profiles.npz,1.3160791856584813,0.8672643553081426
SHWG50_V500_profiles.npz,1.3139332397125354,0.8667626143237317
SHWG50_V500_profiles.npz,1.3117872937665895,0.866259669242101
SHWG50_V500_profiles.npz,1.3096413478206435,0.8657555171661329
SHWG50_V500_profiles.npz,1.3074954018746976,0.86525015519871
SHWG50_V500_profiles.npz,1.3053494559287517,0.8647435804427156
SHWG50_V500_profiles.npz,1.3032035099828057,0.8642357900010313
SHWG50_V500_profiles.npz,1.3010575640368596,0.8637267809765407
SHWG50_V500_profiles.npz,1.298911618090914,0.8632165504721259
SHWG50_V500_profiles.npz,1.2967656721449679,0.8627050955906697
SHWG50_V500_profiles.npz,1.2946197261990218,0.8621924134350543
SHWG50_V500_profiles.npz,1.292473780253076,0.8616785011081634
SHWG50_V500_profiles.npz,1.29032783430713,0.8611633557128785
SHWG50_V500_profiles.npz,1.288181888361184,0.8606469743520826
SHWG50_V500_profiles.npz,1.286035942415238,0.8601293541286584
SHWG50_V500_profiles.npz,1.2838899964692922,0.8596104921454887
SHWG50_V500_profiles.npz,1.2817440505233462,0.8590903855054558
SHWG50_V500_profiles.npz,1.2795981045774003,0.8585690313114426
SHWG50_V500_profiles.npz,1.2774521586314544,0.8580464266663314
SHWG50_V500_profiles.npz,1.2753062126855084,0.8575225686730052
SHWG50_V500_profiles.npz,1.2731602667395623,0.8569974544343465
SHWG50_V500_profiles.npz,1.2710143207936166,0.8564710810532378
SHWG50_V500_profiles.npz,1.2688683748476706,0.8559434456325616
SHWG50_V500_profiles.npz,1.2667224289017245,0.855414545275201
SHWG50_V500_profiles.npz,1.2645764829557786,0.8548843770840384
